Network security,depend_on_c,Security
Concurrent computing,depend_on_c,Computer
Parallel computing,depend_on_c,Time complexity
P versus NP problem,depend_on_c,Algorithm
Artificial intelligence,depend_on_c,Computational complexity theory
Index (database),depend_on_c,Database
Computer network,depend_on_c,Graph (mathematics)
Programming paradigm,depend_on_c,Computational science
Recurrence relation,depend_on_c,Mathematics
Round-off error,depend_on_c,Numerical analysis
Traffic analysis,depend_on_c,Cryptography
Motion planning,depend_on_c,Robotics
Interaction design,depend_on_c,User interface
Pattern matching,depend_on_c,Functional programming
Computer network,depend_on_c,Computer
Dynamic programming,depend_on_c,Recursion
Data mining,depend_on_c,Programming language
Assembly language,depend_on_c,Instruction set
Polymorphism (computer science),depend_on_c,Programming language
Linear algebra,depend_on_c,Polynomial
Software engineering,depend_on_c,Programming language
String (computer science),depend_on_c,Data structure
Prolog,depend_on_c,Programming language
Linear programming,depend_on_c,Algorithm
Computer graphics,depend_on_c,Algorithm
Pushdown automata,depend_on_c,String (computer science)
hypothesis testing,depend_on_c,Random variable
String searching algorithm,depend_on_c,Algorithm
Poisson distribution,depend_on_c,Probability theory
Programming language,depend_on_c,Computer science
Cryptanalysis,depend_on_c,Mathematics
Prolog,depend_on_c,String (computer science)
Firewall (computing),depend_on_c,Information security
Compiler,depend_on_c,Computer architecture
Message Passing Interface,depend_on_c,Synchronization
Boundary value problem,depend_on_c,Nonlinear system
Cryptography,depend_on_c,Modular arithmetic
Firewall (computing),depend_on_c,Network security
Algorithm,depend_on_c,Theoretical computer science
Central processing unit,depend_on_c,Computer
Mathematical induction,depend_on_c,Mathematical proof
Lexical analysis,depend_on_c,Finite-state machine
MATLAB,depend_on_c,Programming language
Distributed algorithms,depend_on_c,Algorithm
SQL,depend_on_c,Programming language
Web server,depend_on_c,Operating system
Functional programming,depend_on_c,Recursion
Computational complexity theory,depend_on_c,Theory of computation
Hidden Markov model,depend_on_c,Dynamic programming
Reinforcement learning,depend_on_c,Machine learning
Robotics,depend_on_c,Software engineering
Mathematical proof,depend_on_c,Mathematics
Algorithm design,depend_on_c,Computer science
Analysis of algorithms,depend_on_c,Computational science
Programming language,depend_on_c,Data structure
Cryptanalysis,depend_on_c,Algorithm
PSPACE,depend_on_c,Computational complexity theory
Database normalization,depend_on_c,Database
Algorithm,depend_on_c,Problem solving
Statistics,depend_on_c,Arithmetic
Reinforcement learning,depend_on_c,Artificial intelligence
Machine learning,depend_on_c,Expected value
Finite-state machine,depend_on_c,Logic
Perl,depend_on_c,Computer
Pushdown automata,depend_on_c,Computability
Virtual reality,depend_on_c,Computer graphics
Randomized algorithm,depend_on_c,Computational complexity theory
Eigenvalues and eigenvectors,depend_on_c,Matrix (mathematics)
C (programming language),depend_on_c,Computer
Perl,depend_on_c,Compiler
C (programming language),depend_on_c,Computer programming
Abstract data type,depend_on_c,Integer
Concurrency control,depend_on_c,Computer programming
Object-oriented programming,depend_on_c,Structured programming
Recursion,depend_on_c,Control flow
Control flow,depend_on_c,Programming language
Autonomous robot,depend_on_c,Robotics
String (computer science),depend_on_c,Data (computing)
GPU,depend_on_c,Parallel computing
Linear programming,depend_on_c,Mathematical optimization
Compiler optimization,depend_on_c,Assembly language
Public-key cryptography,depend_on_c,Discrete mathematics
Random graph,depend_on_c,Graph theory
Mathematical optimization,depend_on_c,Linear algebra
Lazy evaluation,depend_on_c,Programming language
Rendering (computer graphics),depend_on_c,Mathematics
Lisp (programming language),depend_on_c,Programming language
Mathematical optimization,depend_on_c,Mathematical model
Game theory,depend_on_c,Mathematical model
Hidden Markov model,depend_on_c,Machine learning
Concurrency (computer science),depend_on_c,Computation
Artificial intelligence,depend_on_c,Reason
Turing machine,depend_on_c,Theory of computation
Sequence alignment,depend_on_c,Probability
Database design,depend_on_c,Database system
Transaction processing,depend_on_c,Computer science
Estimation theory,depend_on_c,Statistical inference
Algorithm,depend_on_c,Iterative method
Feature extraction,depend_on_c,Algorithm
Distributed computing,depend_on_c,Mutual exclusion
Stochastic process,depend_on_c,Randomness
Internet,depend_on_c,Telecommunications network
Personal computer,depend_on_c,Computer
Cryptanalysis,depend_on_c,Information security
Machine learning,depend_on_c,Probability
Logic programming,depend_on_c,Computer science
Fast Fourier transform,depend_on_c,Algorithm
Kernel (computing),depend_on_c,Operating system
Random graph,depend_on_c,Probability theory
Analysis of algorithms,depend_on_c,Mathematics
Network security,depend_on_c,Computer network
Recommender system,depend_on_c,Machine learning
Discrete mathematics,depend_on_c,Mathematical proof
Malware,depend_on_c,Information security
Relational database,depend_on_c,Computer science
Inheritance (object-oriented programming),depend_on_c,Programming language
Context-free grammar,depend_on_c,String (computer science)
Variable (computer science),depend_on_c,Programming language
Communications protocol,depend_on_c,Communication
Shortest path problem,depend_on_c,NP-complete
Data structure,depend_on_c,Data
Theoretical computer science,depend_on_c,Mathematics
Computer science,depend_on_c,Number theory
Graph theory,depend_on_c,Graph (mathematics)
Arithmetic logic unit,depend_on_c,Digital electronics
List of undecidable problems,depend_on_c,Computational problem
Algorithm,depend_on_c,Logic
Communications protocol,depend_on_c,Synchronization
Graphical user interface,depend_on_c,Computer
Debugging,depend_on_c,Control flow
Discrete mathematics,depend_on_c,Algebra
Analysis of algorithms,depend_on_c,Computation
Dynamic programming,depend_on_c,Algorithm
Authentication,depend_on_c,Information security
Data type,depend_on_c,Programming language
Algebra,depend_on_c,Arithmetic
Web search engine,depend_on_c,Algorithm
Sentiment analysis,depend_on_c,Document classification
Query optimization,depend_on_c,Relational database
Visualization (computer graphics),depend_on_c,Computer graphics
Numerical analysis,depend_on_c,Matrix (mathematics)
Query optimization,depend_on_c,Database management system
Spanning tree,depend_on_c,Graph theory
Graphical model,depend_on_c,Probability
Robotics,depend_on_c,Artificial intelligence
Operating system,depend_on_c,Central processing unit
Parsing,depend_on_c,Programming language
NP-complete,depend_on_c,Computer science
Amortized analysis,depend_on_c,"Best, worst and average case"
Firewall (computing),depend_on_c,Data
Parsing,depend_on_c,Finite-state machine
Relational database,depend_on_c,Database
Analysis of algorithms,depend_on_c,Algorithm
Computational geometry,depend_on_c,Mathematics
Divide and conquer algorithm,depend_on_c,Recursion
NP-complete,depend_on_c,Computational complexity theory
Support vector machine,depend_on_c,Algorithm
Computer architecture,depend_on_c,Computer
Recursively enumerable set,depend_on_c,Recursion
Lexical semantics,depend_on_c,Semantics
Semantics,depend_on_c,Syntax
Data structure,depend_on_c,Computer science
Programming language,depend_on_c,Computer programming
Combinatorics,depend_on_c,Mathematics
Complexity,depend_on_c,Mathematics
Object-oriented programming,depend_on_c,Programming language
Computer graphics,depend_on_c,Computer programming
Analysis of algorithms,depend_on_c,Introduction to Algorithms
"Best, worst and average case",depend_on_c,Computer science
Analysis of algorithms,depend_on_c,Probability theory
Digital signature,depend_on_c,Algorithm
Speech recognition,depend_on_c,Markov chain
Analysis of algorithms,depend_on_c,Computer programming
Mathematics,depend_on_c,Foundations of mathematics
Algorithm,depend_on_c,Integer
Polynomial,depend_on_c,Integer
Transaction processing,depend_on_c,Concurrency control
Randomized algorithm,depend_on_c,Randomization
Bioinformatics,depend_on_c,Computer programming
Virtual memory,depend_on_c,Computing
Automated theorem proving,depend_on_c,Mathematical proof
Robot,depend_on_c,Artificial intelligence
Recursion (computer science),depend_on_c,Algorithm
Python (programming language),depend_on_c,Computer
Parallel computing,depend_on_c,Central processing unit
Transaction processing,depend_on_c,Database management system
Data type,depend_on_c,Computer science
Memory hierarchy,depend_on_c,Computer architecture
Computational geometry,depend_on_c,Analysis of algorithms
Query optimization,depend_on_c,Index (database)
B-tree,depend_on_c,Computer science
Prediction,depend_on_c,Probability
Model of computation,depend_on_c,Computation
Congestion control,depend_on_c,Computer network
Human-computer interaction,depend_on_c,Interface (computing)
Computer animation,depend_on_c,Mathematics
Graph (mathematics),depend_on_c,Discrete mathematics
Parallel computing,depend_on_c,Shared memory
System programming,depend_on_c,Operating system
Game theory,depend_on_c,Mathematical optimization
Cryptography,depend_on_c,Mathematics
Parallel algorithm,depend_on_c,Parallel computing
Computer programming,depend_on_c,Data structure
Web browser,depend_on_c,Computer
Artificial intelligence,depend_on_c,Numerical analysis
Unsupervised learning,depend_on_c,Machine learning
Computer graphics,depend_on_c,Computer science
Formal grammar,depend_on_c,String (computer science)
Markov chain,depend_on_c,Probability theory
Instruction set,depend_on_c,Computer
Computational geometry,depend_on_c,Algorithm design
Monad (functional programming),depend_on_c,Functional programming
Object-oriented programming,depend_on_c,Computer programming
Web server,depend_on_c,Computer
Java (programming language),depend_on_c,Compiler
Cryptography,depend_on_c,Mathematical proof
Haskell (programming language),depend_on_c,Computer programming
Graphical model,depend_on_c,Random variable
Cryptographic hash function,depend_on_c,Encryption
Martingale (probability theory),depend_on_c,Probability theory
Analysis of algorithms,depend_on_c,Mathematical induction
Finite difference,depend_on_c,Polynomial
Relational database,depend_on_c,Relational model
Inter-process communication,depend_on_c,Data
Computational problem,depend_on_c,Computer science
Embedded system,depend_on_c,Operating system
Computational complexity theory,depend_on_c,Polynomial
Approximation algorithm,depend_on_c,Introduction to Algorithms
Combinatorics,depend_on_c,Finite set
Cryptographic hash function,depend_on_c,Cryptography
Expert system,depend_on_c,Artificial intelligence
SQL,depend_on_c,Computer programming
Computer,depend_on_c,Digital electronics
Internet,depend_on_c,Computer network
Recursively enumerable set,depend_on_c,Finite set
Relational database,depend_on_c,Relational model
Parsing,depend_on_c,String (computer science)
Graphical model,depend_on_c,Data
Message Passing Interface,depend_on_c,Inter-process communication
Computer science,depend_on_c,Logic
PSPACE,depend_on_c,Turing machine
Very long instruction word,depend_on_c,Computer architecture
Ray tracing (graphics),depend_on_c,Computational geometry
Complexity class,depend_on_c,Computational complexity theory
Combinatorics,depend_on_c,Algebra
Garbage collection (computer science),depend_on_c,Computer science
Computer network,depend_on_c,Computer science
Statistical inference,depend_on_c,Random variable
Automatic programming,depend_on_c,Computer science
Visualization (computer graphics),depend_on_c,Mathematics
Software development,depend_on_c,Software engineering
Image analysis,depend_on_c,Computer science
Natural language processing,depend_on_c,Graph theory
Cryptography,depend_on_c,Number theory
Recursion (computer science),depend_on_c,Computer programming
Abstraction (computer science),depend_on_c,Computer programming
Computer vision,depend_on_c,Computer programming
Mathematical optimization,depend_on_c,Arithmetic
C++,depend_on_c,Floating point
Vector processor,depend_on_c,Parallel computing
Robotics,depend_on_c,Analysis of algorithms
NP (complexity),depend_on_c,Computational complexity theory
Superscalar,depend_on_c,Computer architecture
Database,depend_on_c,Data
Neural network,depend_on_c,Machine learning
File system,depend_on_c,Operating system
Randomized algorithm,depend_on_c,Random variable
Scheduling (computing),depend_on_c,Computing
Neural network,depend_on_c,Algorithm
Numerical analysis,depend_on_c,Mathematics
Machine learning,depend_on_c,Artificial intelligence
List of undecidable problems,depend_on_c,Computability
Recursion,depend_on_c,Logic
Modular programming,depend_on_c,Scope (computer science)
Software development,depend_on_c,Computer programming
Propositional calculus,depend_on_c,Logic
Internet,depend_on_c,Routing
Robotics,depend_on_c,Computer programming
Coding theory,depend_on_c,Computer science
Database,depend_on_c,Data structure
MapReduce,depend_on_c,Parallel computing
Inter-process communication,depend_on_c,Operating system
Database design,depend_on_c,Relational database
Software engineering,depend_on_c,Computer programming
Wavelet,depend_on_c,Signal processing
Mathematical optimization,depend_on_c,Algorithm
Deadlock,depend_on_c,Operating system
Natural language processing,depend_on_c,Algorithm design
Programming language,depend_on_c,Computability
Data mining,depend_on_c,Database
Autonomous robot,depend_on_c,Robot
NP (complexity),depend_on_c,Turing machine
3D computer graphics,depend_on_c,Image processing
Virtual reality,depend_on_c,Interactivity
Memory management,depend_on_c,Operating system
Spanning tree,depend_on_c,Mathematics
Random graph,depend_on_c,Combinatorics
Graphical model,depend_on_c,Machine learning
Computational complexity theory,depend_on_c,Theoretical computer science
Exponential family,depend_on_c,Probability theory
Bayesian network,depend_on_c,Random variable
Parametric polymorphism,depend_on_c,Data type
Dynamic memory allocation,depend_on_c,Operating system
Concurrency (computer science),depend_on_c,Operating system
Computer animation,depend_on_c,Image
Parametric polymorphism,depend_on_c,Programming language
Computer science,depend_on_c,Discrete mathematics
Complexity class,depend_on_c,Algorithm
Document classification,depend_on_c,Machine learning
Parallel algorithm,depend_on_c,Algorithm
Information theory,depend_on_c,Random variable
Index (database),depend_on_c,Relational database
Routing,depend_on_c,Computer
Programming style,depend_on_c,Computer programming
Software development,depend_on_c,Object-oriented programming
String searching algorithm,depend_on_c,Regular expression
Numerical analysis,depend_on_c,Floating point
Malware,depend_on_c,Computer network
Newton's method,depend_on_c,Numerical analysis
Lexical analysis,depend_on_c,Regular expression
Large deviations theory,depend_on_c,Random variable
Object-oriented programming,depend_on_c,Data type
Undecidable problem,depend_on_c,Computational complexity theory
Ray tracing (graphics),depend_on_c,Rendering (computer graphics)
C (programming language),depend_on_c,Computing
Application programming interface,depend_on_c,Programming language
Rendering (computer graphics),depend_on_c,Computer graphics
Algorithm,depend_on_c,Computation
Robotics,depend_on_c,Kinematics
Newton's method,depend_on_c,Mathematical optimization
Martingale (probability theory),depend_on_c,Random variable
Malware,depend_on_c,Computer security
Algorithm,depend_on_c,Combinatorics
World Wide Web,depend_on_c,Computer
Routing,depend_on_c,OSI model
Bioinformatics,depend_on_c,Algorithm
Ordinary differential equation,depend_on_c,Numerical analysis
Imperative programming,depend_on_c,Higher-order function
NP-complete,depend_on_c,Algorithm
Finite-state machine,depend_on_c,Computer science
Turing machine,depend_on_c,Computer science
Natural language processing,depend_on_c,Natural language
Arithmetic logic unit,depend_on_c,Combinational logic
Pushdown automata,depend_on_c,Automata theory
Cryptography,depend_on_c,Probability theory
Computer simulation,depend_on_c,Computer science
Software engineering,depend_on_c,Computer science
Model of computation,depend_on_c,Computational complexity theory
Peer-to-peer,depend_on_c,Computer network
Bayesian,depend_on_c,Conditional probability
Information theory,depend_on_c,Probability theory
Relational model,depend_on_c,Object (computer science)
Martingale (probability theory),depend_on_c,Expected value
Operating system,depend_on_c,Computing
Functional programming,depend_on_c,Recursion (computer science)
Artificial intelligence,depend_on_c,Computer programming
Computer programming,depend_on_c,Arithmetic
Computer network,depend_on_c,Communications protocol
Debugging,depend_on_c,Computer programming
Software testing,depend_on_c,Software development
Database management system,depend_on_c,Relational algebra
Random graph,depend_on_c,Mathematics
Run time (program lifecycle phase),depend_on_c,Computer science
Motion capture,depend_on_c,Computer graphics
Theoretical computer science,depend_on_c,Discrete mathematics
Python (programming language),depend_on_c,Object-oriented programming
Computational complexity theory,depend_on_c,Integer
Robot,depend_on_c,Computation
Compiler,depend_on_c,Parsing
Speech recognition,depend_on_c,Computer science
Analysis of algorithms,depend_on_c,Computational complexity theory
Profiling (computer programming),depend_on_c,Computer programming
Mathematical model,depend_on_c,Integer
Machine learning,depend_on_c,Algorithm
Control flow,depend_on_c,Scope (computer science)
Bayesian,depend_on_c,Probability
Suffix tree,depend_on_c,String searching algorithm
Time complexity,depend_on_c,Computational complexity theory
Gradient descent,depend_on_c,Algorithm
Machine learning,depend_on_c,Statistics
Java (programming language),depend_on_c,Data structure
Graph coloring,depend_on_c,Graph theory
Poisson distribution,depend_on_c,Random variable
Human-computer interaction,depend_on_c,Interactivity
Lexical analysis,depend_on_c,Programming language
Randomized algorithm,depend_on_c,Algorithm
Monad (functional programming),depend_on_c,Input/output
Scope (computer science),depend_on_c,Programming language
Parsing,depend_on_c,Context-free language
Turing machine,depend_on_c,Mathematics
Parsing,depend_on_c,Lexical analysis
Software testing,depend_on_c,Control flow
Speech recognition,depend_on_c,Machine learning
Quantum mechanics,depend_on_c,Continuous function
Dynamic programming,depend_on_c,Algorithm design
Hidden Markov model,depend_on_c,Markov chain
OSI model,depend_on_c,Computer network
Data structure,depend_on_c,Data (computing)
Software engineering,depend_on_c,Data structure
Inheritance (object-oriented programming),depend_on_c,Object (computer science)
Graphical model,depend_on_c,Statistical inference
Big data,depend_on_c,Computer science
Computer animation,depend_on_c,Rendering (computer graphics)
Software engineering,depend_on_c,Computational complexity theory
